,New_Client_Id_Client,PURCHASE_DATE,sending_date_group,rel_date_group,answer_date
9789,2517.0,2019-06-28,2019-07-01,,
9790,2517.0,2019-08-07,2019-08-08,,
9791,2519.0,2019-07-18,2019-07-20,,2019-07-20
9792,2522.0,2022-01-15,2022-01-21,,
9793,2525.0,2022-03-12,2022-03-13,,
9794,2531.0,2021-01-27,2021-02-12,,
9795,2531.0,2021-12-31,2022-01-24,,
9796,2531.0,2022-01-13,2022-01-24,,
9797,2531.0,2023-04-03,2023-04-09,,
9798,2532.0,2019-05-14,2019-05-22,,
9799,2533.0,2021-02-18,2021-02-28,,
9800,2535.0,2021-10-04,2021-10-07,,
9801,2537.0,2020-06-20,2020-06-21,,
9802,2540.0,2019-07-12,2019-07-16,,
9803,2540.0,2022-11-05,2022-11-11,,
9804,2543.0,2020-06-13,2020-06-14,,
9805,2545.0,2019-12-28,2019-12-29,,
9806,2546.0,2019-07-12,2019-07-16,,
9807,2546.0,2020-07-16,2020-07-17,,2020-07-17
9808,2548.0,2022-06-11,2022-06-17,,
9809,2548.0,2023-06-24,2023-06-30,,
9810,2550.0,2021-09-05,2021-09-07,,
9811,2550.0,2022-11-19,2022-11-25,,
9812,2554.0,2020-12-06,2020-12-07,,
9813,2555.0,2022-12-11,2022-12-17,,
9814,2558.0,2018-09-05,2018-09-15,,
9815,2559.0,2023-01-19,2023-02-14,,
9816,2559.0,2023-02-08,2023-02-14,,
9817,2560.0,2018-10-04,2018-10-05,,
9818,2562.0,2018-12-09,2018-12-12,,2018-12-12
9819,2562.0,2019-07-01,2019-07-03,,
9820,2564.0,2018-11-12,2018-11-13,,
9821,2564.0,2020-01-08,2020-01-16,,
9822,2564.0,2021-09-23,2021-09-24,,2021-09-25
9823,2564.0,2021-12-31,2022-01-06,,
9824,2564.0,2022-01-04,2022-01-06,,
9825,2564.0,2022-10-27,2022-11-02,,
9826,2567.0,2018-12-13,2018-12-15,,
9827,2569.0,2019-03-15,2019-03-16,,
9828,2569.0,2019-04-14,2019-04-17,,
9829,2569.0,2021-02-05,2021-02-09,,
9830,2571.0,2019-12-01,2019-12-02,,
9831,2574.0,2019-01-13,2019-01-16,,
9832,2574.0,2019-05-19,2019-05-22,,
9833,2574.0,2019-10-13,2019-10-17,,
9834,2581.0,2020-02-19,2020-02-21,,
9835,2584.0,2020-12-17,2020-12-28,,
72,2587.0,2021-08-07,2021-08-11,2021-08-16,
9836,2588.0,2021-04-23,2021-05-09,,
9837,2589.0,2019-12-12,2019-12-13,,
9838,2599.0,2021-02-06,2021-02-09,,2021-02-09
9839,2599.0,2021-10-02,2021-10-03,,2021-10-06
9840,2599.0,2022-09-24,2022-09-30,,
9841,2599.0,2023-01-21,2023-01-27,,
9842,2602.0,2022-11-19,2022-11-25,,2022-11-25
9843,2608.0,2019-03-02,2019-03-12,,
9844,2608.0,2023-01-13,2023-01-19,,
9845,2610.0,2020-12-19,2020-12-20,,
9846,2615.0,2019-05-30,2019-05-31,,
9847,2618.0,2020-10-12,2020-10-13,,
9848,2620.0,2020-04-08,2020-04-18,,
9849,2621.0,2020-09-28,2020-09-29,,
9850,2622.0,2019-09-28,2019-09-29,,2021-08-26
9851,2622.0,2021-07-27,2021-08-26,,
9852,2622.0,2021-08-25,2021-08-26,,
9853,2624.0,2020-10-14,2020-10-15,,
9854,2624.0,2021-10-09,2021-10-10,,
9855,2626.0,2019-01-26,2019-02-16,,
9856,2626.0,2019-07-23,2019-08-22,,2019-08-22
9857,2626.0,2019-08-20,2019-08-22,,2019-08-22
9858,2626.0,2020-01-28,2020-02-07,,
9859,2626.0,2022-07-18,2022-07-24,,
9860,2626.0,2022-12-26,2023-01-01,,
9861,2628.0,2021-12-04,2021-12-08,,
9862,2634.0,2018-12-08,2018-12-12,,
9863,2639.0,2022-06-08,2022-06-09,,
9864,2640.0,2020-01-12,2020-01-22,,
9865,2647.0,2020-09-05,2020-09-06,,
9866,2647.0,2020-12-07,2020-12-08,,
9867,2648.0,2020-10-05,2020-10-15,,2020-10-18
9868,2653.0,2021-12-26,2021-12-30,,
9869,2658.0,2018-11-29,2018-11-30,,2018-12-03
9870,2659.0,2020-09-01,2020-09-11,,
9871,2659.0,2021-10-10,2021-10-11,,
9872,2659.0,2023-05-08,2023-05-14,,
9873,2660.0,2020-07-03,2020-07-04,,
9874,2661.0,2021-01-06,2021-01-07,,
9875,2662.0,2019-12-14,2019-12-24,,
9876,2662.0,2021-10-29,2021-10-31,,
9877,2663.0,2021-01-21,2021-01-31,,
73,2665.0,2020-06-23,2020-06-24,2020-06-30,
9878,2665.0,2020-06-23,2020-06-27,,
9879,2669.0,2019-09-14,2019-09-18,,
9880,2671.0,2020-02-13,2020-02-15,,
9881,2673.0,2020-03-06,2020-03-07,,
9882,2673.0,2020-12-02,2020-12-12,,
9883,2675.0,2018-12-11,2018-12-15,,
9884,2678.0,2022-11-21,2022-11-27,,
9885,2682.0,2021-02-13,2021-02-14,,
9886,2683.0,2018-11-17,2018-11-30,,
9887,2690.0,2019-01-19,2019-01-21,,
9888,2690.0,2019-07-07,2019-07-08,,
9889,2690.0,2020-05-23,2020-05-24,,
9890,2691.0,2019-09-29,2019-10-09,,
9891,2691.0,2020-11-30,2020-12-10,,
9892,2693.0,2018-11-26,2018-11-30,,
9893,2693.0,2023-06-14,2023-06-20,,
9894,2694.0,2019-06-18,2019-06-20,,
9895,2695.0,2021-02-03,2021-02-13,,
9896,2708.0,2018-09-24,2018-09-30,,2018-09-30
9897,2708.0,2018-12-03,2018-12-11,,
74,2708.0,2019-07-24,2019-07-26,2019-08-01,2019-08-01
9898,2708.0,2020-10-23,2020-10-24,,
9899,2709.0,2019-12-30,2020-01-09,,
9900,2711.0,2018-12-18,2019-01-03,,
9901,2711.0,2020-12-19,2020-12-20,,
9902,2711.0,2021-02-13,2021-02-14,,
9903,2711.0,2023-01-10,2023-01-16,,
9904,2711.0,2023-03-11,2023-03-17,,
9905,2711.0,2023-03-13,2023-03-17,,
9906,2711.0,2023-04-18,2023-04-24,,
9907,2711.0,2023-05-11,2023-05-26,,
9908,2712.0,2021-03-31,2021-04-02,,
9909,2714.0,2019-02-09,2019-02-11,,2019-02-17
75,2725.0,2020-11-16,2020-11-26,2020-12-01,
9910,2726.0,2021-12-19,2021-12-30,,
76,2727.0,2019-01-27,2019-02-07,2019-02-12,
77,2731.0,2018-11-20,2018-11-24,2018-11-30,
9911,2731.0,2022-12-08,2022-12-14,,
9912,2733.0,2019-08-06,2019-08-07,,2019-08-07
9913,2734.0,2020-08-01,2020-08-02,,
9914,2734.0,2020-12-15,2020-12-16,,
9915,2739.0,2020-12-29,2021-01-02,,
9916,2744.0,2022-12-17,2022-12-23,,2022-12-24
9917,2744.0,2023-06-21,2023-06-27,,
9918,2749.0,2022-05-23,2022-05-25,,
9919,2749.0,2023-01-04,2023-01-10,,
9920,2749.0,2023-04-27,2023-05-03,,
9921,2749.0,2023-07-05,2023-07-11,,
9922,2756.0,2019-05-31,2019-06-03,,
9923,2760.0,2021-03-15,2021-03-25,,
9924,2761.0,2021-02-22,2021-02-23,,
9925,2763.0,2020-05-18,2020-05-19,,
9926,2763.0,2022-02-26,2022-03-04,,
9927,2763.0,2023-07-15,2023-07-21,,
9928,2768.0,2023-05-05,2023-05-11,,
9929,2770.0,2019-03-15,2019-03-26,,
78,2771.0,2021-07-26,2021-08-11,2021-08-16,
9930,2772.0,2020-12-21,2020-12-23,,
9931,2774.0,2020-01-08,2020-01-18,,
9932,2777.0,2020-01-07,2020-01-09,,
9933,2777.0,2020-01-31,2020-02-06,,
9934,2777.0,2022-06-17,2022-06-23,,
9935,2784.0,2019-07-20,2019-07-24,,
9936,2786.0,2019-12-14,2019-12-17,,
9937,2791.0,2020-01-11,2020-01-14,,
9938,2792.0,2021-12-06,2021-12-16,,
9939,2793.0,2021-09-14,2021-09-24,,
9940,2794.0,2021-05-22,2021-05-23,,
9941,2794.0,2023-02-23,2023-03-01,,
9942,2795.0,2018-11-24,2018-11-26,,2018-11-26
9943,2797.0,2019-10-07,2019-10-17,,
79,2797.0,2021-12-08,2021-12-18,2021-12-23,
9944,2798.0,2019-01-13,2019-01-23,,2021-02-07
9945,2798.0,2021-01-28,2021-02-07,,
9946,2798.0,2023-02-09,2023-02-15,,
9947,2799.0,2019-07-03,2019-07-16,,
9948,2800.0,2018-10-30,2018-10-31,,
9949,2800.0,2019-04-04,2019-04-05,,
9950,2800.0,2019-06-24,2019-06-27,,
9951,2800.0,2022-10-26,2022-11-01,,
9952,2800.0,2023-02-10,2023-02-16,,
9953,2801.0,2022-06-15,2022-06-16,,
9954,2802.0,2020-06-26,2020-06-27,,
9955,2802.0,2020-12-17,2020-12-19,,
9956,2802.0,2021-09-15,2021-09-17,,
9957,2807.0,2019-04-18,2019-04-19,,
9958,2807.0,2022-05-12,2022-05-18,,
9959,2809.0,2018-10-20,2018-10-21,,
9960,2809.0,2020-12-23,2020-12-25,,
9961,2812.0,2020-07-13,2020-07-14,,
9962,2816.0,2019-02-21,2019-03-04,,
9964,2816.0,2019-07-18,2019-07-28,,
9963,2816.0,2020-01-11,2020-01-21,,
9965,2818.0,2020-02-22,2020-03-03,,2020-03-04
9966,2818.0,2021-04-16,2021-04-26,,
9967,2820.0,2019-12-22,2019-12-23,,2019-12-23
9968,2820.0,2021-10-15,2021-10-16,,
9969,2821.0,2019-12-18,2019-12-19,,
9970,2822.0,2020-01-04,2020-01-09,,
9971,2824.0,2022-07-18,2022-07-24,,
9972,2825.0,2018-12-28,2019-01-04,,2019-01-05
9973,2827.0,2022-01-12,2022-01-13,,
9974,2833.0,2020-12-12,2020-12-13,,
9975,2834.0,2020-08-11,2020-08-21,,
9976,2835.0,2019-03-02,2019-03-07,,
9977,2840.0,2019-01-02,2019-01-04,,
9978,2840.0,2020-10-26,2020-10-27,,
9979,2840.0,2021-10-13,2021-10-14,,
9980,2840.0,2022-01-17,2022-01-23,,
9981,2840.0,2022-02-04,2022-02-24,,
9982,2840.0,2022-02-17,2022-02-24,,
9983,2843.0,2018-10-29,2018-10-31,,2018-11-04
9984,2849.0,2019-08-14,2019-08-21,,
9985,2850.0,2021-02-22,2021-03-04,,
9986,2852.0,2019-02-01,2019-02-02,,2019-02-02
9987,2852.0,2023-06-13,2023-06-19,,
9988,2858.0,2022-12-13,2022-12-19,,
9989,2859.0,2019-01-09,2019-01-12,,
9990,2859.0,2020-07-15,2020-07-16,,
9991,2863.0,2018-09-15,2018-09-16,,
9992,2863.0,2018-12-29,2019-01-03,,
9993,2863.0,2019-01-27,2019-02-12,,
9994,2863.0,2019-12-15,2019-12-24,,
9995,2863.0,2021-01-26,2021-02-04,,
9996,2863.0,2021-01-30,2021-02-04,,
9997,2863.0,2021-03-27,2021-03-28,,
9998,2863.0,2022-06-10,2022-06-16,,
9999,2863.0,2023-01-11,2023-01-17,,
10000,2863.0,2023-01-12,2023-01-17,,
10001,2863.0,2023-04-08,2023-04-14,,
10002,2863.0,2023-07-28,2023-08-03,,
10003,2863.0,2023-08-02,2023-08-03,,
10004,2864.0,2019-01-30,2019-01-31,,2019-01-31
10005,2864.0,2019-05-03,2019-05-07,,
10006,2864.0,2021-02-15,2021-02-25,,
10007,2864.0,2021-10-09,2021-10-10,,
10008,2867.0,2020-01-15,2020-01-18,,2020-01-18
10009,2867.0,2020-07-17,2020-07-27,,
10010,2872.0,2022-09-27,2022-10-03,,
10011,2873.0,2020-05-14,2020-05-28,,
10012,2876.0,2019-01-09,2019-01-19,,
10013,2876.0,2020-08-20,2020-08-21,,
10014,2882.0,2019-09-28,2019-09-29,,
10015,2882.0,2020-09-25,2020-09-26,,
10016,2882.0,2021-08-24,2021-08-25,,
10017,2882.0,2021-09-29,2021-09-30,,
10018,2883.0,2021-02-17,2021-03-04,,
10019,2887.0,2019-01-11,2019-01-13,,
10020,2887.0,2020-01-08,2020-01-16,,
10021,2887.0,2021-02-02,2021-02-04,,
10022,2887.0,2023-02-03,2023-02-09,,
10023,2888.0,2021-10-21,2021-10-22,,
10024,2888.0,2023-04-14,2023-04-20,,
10025,2889.0,2020-08-17,2020-08-27,,
10026,2890.0,2020-01-15,2020-01-18,,
10027,2891.0,2019-06-25,2019-06-27,,
10028,2892.0,2018-09-27,2018-09-29,,
10030,2892.0,2018-11-20,2018-11-24,,
10029,2892.0,2019-01-16,2019-01-26,,
10031,2894.0,2018-12-27,2019-01-04,,
10032,2895.0,2019-04-04,2019-04-05,,
10033,2895.0,2019-08-01,2019-08-02,,2019-08-05
10034,2896.0,2022-10-26,2022-11-01,,
10035,2896.0,2023-04-25,2023-05-01,,
10036,2896.0,2023-06-14,2023-06-20,,
10037,2897.0,2018-11-07,2018-11-08,,
10038,2899.0,2019-11-23,2019-11-26,,
10039,2901.0,2021-11-24,2021-12-07,,
10040,2906.0,2019-01-15,2019-01-17,,
10041,2906.0,2023-05-16,2023-05-23,,
10042,2907.0,2021-02-08,2021-02-18,,
10043,2910.0,2019-06-26,2019-06-27,,
10044,2915.0,2018-12-29,2019-01-03,,
10045,2915.0,2019-02-02,2019-02-12,,
10046,2915.0,2020-12-04,2020-12-05,,
10047,2920.0,2019-07-10,2019-07-21,,
10048,2920.0,2020-11-23,2020-12-03,,
10049,2920.0,2021-01-19,2021-02-04,,
10050,2920.0,2022-02-25,2022-03-03,,
10051,2920.0,2023-01-26,2023-02-01,,
10052,2921.0,2018-10-06,2018-10-08,,2018-10-08
10053,2922.0,2019-06-12,2019-06-27,,
10054,2922.0,2020-12-07,2020-12-08,,
10055,2923.0,2020-05-28,2020-05-29,,
10056,2923.0,2022-05-02,2022-05-08,,
10057,2928.0,2019-11-30,2019-12-01,,
10058,2932.0,2019-07-12,2019-07-16,,
10059,2934.0,2022-06-17,2022-06-18,,
10060,2943.0,2020-01-01,2020-01-14,,2020-01-15
10061,2945.0,2018-10-09,2018-10-10,,
10062,2947.0,2022-11-11,2022-11-17,,
10063,2949.0,2022-07-19,2022-08-03,,
10064,2949.0,2023-01-20,2023-01-26,,
10065,2950.0,2022-05-10,2022-05-16,,
10066,2951.0,2019-07-06,2019-07-08,,
10067,2951.0,2023-07-01,2023-07-07,,
10068,2952.0,2023-05-15,2023-05-21,,
10069,2954.0,2020-10-20,2020-10-22,,
10070,2956.0,2020-09-19,2020-09-20,,
10071,2961.0,2018-11-10,2018-11-11,,
10072,2961.0,2020-09-09,2020-09-10,,
10073,2962.0,2019-02-18,2019-02-24,,
10074,2962.0,2020-05-30,2020-05-31,,
10075,2962.0,2022-08-11,2022-08-17,,
10076,2962.0,2022-12-22,2022-12-28,,
10077,2963.0,2020-08-11,2020-08-12,,
10078,2965.0,2018-12-15,2018-12-17,,
10079,2965.0,2019-03-23,2019-03-24,,
10080,2965.0,2019-12-20,2019-12-24,,
10081,2965.0,2020-06-01,2020-06-02,,
10082,2966.0,2019-07-06,2019-07-08,,
10083,2967.0,2020-12-05,2020-12-07,,2020-12-07
10084,2968.0,2019-01-19,2019-01-21,,2019-01-21
10085,2971.0,2020-09-23,2020-09-24,,2020-09-28
10086,2976.0,2023-05-13,2023-05-19,,
10087,2979.0,2019-03-15,2019-03-17,,
10088,2979.0,2020-01-23,2020-01-24,,
10089,2980.0,2019-01-02,2019-01-03,,
10092,2980.0,2021-08-09,2021-08-11,,
10090,2980.0,2022-10-26,2022-11-01,,
10091,2980.0,2023-07-24,2023-07-30,,
10093,2983.0,2020-07-18,2020-07-20,,
10094,2984.0,2019-07-13,2019-07-16,,
10095,2986.0,2018-11-24,2018-11-26,,
10096,2988.0,2022-12-28,2023-01-03,,
10097,2988.0,2023-01-21,2023-02-04,,
10098,2989.0,2020-08-04,2020-08-06,,
10099,2996.0,2020-12-18,2020-12-29,,2020-12-29
10100,3000.0,2018-12-21,2019-01-04,,
80,3002.0,2019-11-29,2019-11-30,2019-12-05,
10101,3002.0,2023-06-10,2023-06-16,,
10102,3008.0,2022-05-24,2022-05-30,,
10103,3010.0,2020-08-27,2020-08-28,,2020-08-28
10104,3010.0,2020-09-14,2020-09-15,,2020-09-18
10105,3010.0,2021-03-19,2021-03-20,,
10109,3010.0,2021-07-26,2021-08-11,,
10110,3010.0,2021-08-02,2021-08-11,,
10106,3010.0,2022-10-05,2022-10-11,,
10107,3010.0,2023-05-17,2023-05-23,,
10108,3010.0,2023-08-01,2023-08-07,,
10111,3011.0,2023-01-23,2023-02-05,,
10112,3011.0,2023-01-27,2023-02-05,,
10113,3016.0,2019-10-05,2019-10-08,,
10114,3019.0,2022-05-10,2022-05-26,,
10115,3020.0,2022-06-28,2022-06-29,,
10116,3022.0,2021-02-13,2021-02-14,,
10117,3023.0,2020-10-21,2020-10-22,,
10118,3023.0,2021-05-22,2021-05-23,,
10119,3023.0,2023-05-13,2023-05-19,,
10120,3027.0,2018-11-10,2018-11-11,,
10121,3027.0,2019-10-05,2019-10-08,,
10122,3028.0,2020-07-21,2020-07-22,,
10123,3028.0,2020-10-19,2020-10-21,,
10124,3028.0,2021-01-27,2021-02-04,,
10125,3028.0,2022-06-16,2022-06-22,,
10126,3028.0,2022-08-13,2022-08-19,,
10127,3029.0,2020-12-09,2020-12-10,,
10128,3031.0,2019-07-26,2019-07-27,,2019-07-27
10129,3032.0,2018-12-29,2019-01-11,,
10130,3038.0,2020-11-28,2020-11-30,,
10131,3040.0,2018-12-10,2019-01-05,,
10132,3041.0,2022-12-27,2023-01-02,,
10133,3041.0,2023-05-15,2023-05-21,,
10134,3042.0,2020-02-08,2020-02-09,,
81,3043.0,2019-01-26,2019-02-07,2019-02-12,
10136,3043.0,2019-02-06,2019-02-07,,
10135,3043.0,2019-06-19,2019-06-20,,
10137,3045.0,2021-12-18,2021-12-24,,
10138,3049.0,2021-03-08,2021-03-23,,
10139,3051.0,2022-11-14,2022-11-20,,
10140,3052.0,2020-12-18,2020-12-19,,
10141,3052.0,2022-12-14,2022-12-20,,
10142,3053.0,2023-01-07,2023-01-13,,
10143,3055.0,2021-01-09,2021-01-11,,
10144,3055.0,2022-11-22,2022-11-28,,
10145,3055.0,2023-02-08,2023-02-14,,
10146,3061.0,2020-07-16,2020-07-17,,
10147,3062.0,2021-12-27,2022-01-16,,
10148,3063.0,2020-08-06,2020-08-07,,
10149,3063.0,2022-01-22,2022-01-28,,
10150,3063.0,2022-07-02,2022-07-08,,
10151,3063.0,2022-11-12,2022-11-18,,
10152,3063.0,2023-07-29,2023-08-04,,
10153,3066.0,2022-01-31,2022-02-06,,
10154,3066.0,2022-12-09,2022-12-15,,
10155,3066.0,2023-03-02,2023-03-08,,
10156,3070.0,2019-08-03,2019-08-04,,
10157,3070.0,2022-06-21,2022-06-27,,
10158,3078.0,2018-10-24,2018-10-25,,
10159,3078.0,2019-02-27,2019-02-28,,
10160,3078.0,2020-01-18,2020-01-19,,
10161,3078.0,2022-12-18,2022-12-24,,
10162,3078.0,2023-06-17,2023-06-23,,
10163,3079.0,2020-01-11,2020-01-14,,
10164,3080.0,2022-06-26,2022-06-27,,
10165,3082.0,2021-12-09,2021-12-10,,
10166,3085.0,2020-01-23,2020-01-24,,
10167,3085.0,2022-02-14,2022-02-20,,
10168,3088.0,2019-05-22,2019-05-23,,
10169,3088.0,2019-07-13,2019-07-16,,
10170,3088.0,2021-10-02,2021-10-03,,
10171,3089.0,2019-06-29,2019-07-01,,
10172,3089.0,2023-05-10,2023-05-16,,
10173,3092.0,2022-12-20,2022-12-26,,
10174,3093.0,2018-10-06,2018-10-07,,2018-10-07
10175,3093.0,2019-06-13,2019-06-15,,
10176,3093.0,2019-12-27,2020-01-24,,
10177,3093.0,2020-01-23,2020-01-24,,
10178,3093.0,2020-05-28,2020-05-29,,
10179,3093.0,2023-01-03,2023-01-10,,
10180,3093.0,2023-04-18,2023-04-24,,
82,3095.0,2021-12-08,2021-12-09,2021-12-13,
10181,3095.0,2021-12-08,2021-12-23,,
10182,3101.0,2023-07-18,2023-07-24,,
10183,3102.0,2022-12-27,2023-01-02,,
10184,3104.0,2021-01-29,2021-02-09,,
10185,3108.0,2020-09-16,2020-09-26,,
10186,3109.0,2020-12-02,2020-12-03,,2020-12-03
10187,3109.0,2021-03-13,2021-03-16,,
10188,3109.0,2021-11-22,2021-12-11,,
10189,3109.0,2021-12-10,2021-12-11,,
10190,3109.0,2022-01-26,2022-02-01,,
10191,3109.0,2022-06-25,2022-07-01,,
10192,3109.0,2022-12-01,2022-12-07,,
10193,3109.0,2022-12-04,2022-12-07,,
10194,3109.0,2023-06-16,2023-06-23,,
83,3115.0,2019-08-26,2019-09-18,2019-09-24,
10195,3115.0,2019-12-11,2019-12-21,,
10196,3115.0,2021-10-02,2021-10-14,,
10197,3115.0,2021-10-04,2021-10-14,,
10198,3116.0,2019-01-13,2019-01-16,,
10199,3118.0,2021-03-13,2021-03-16,,
10200,3122.0,2019-04-27,2019-04-28,,
10201,3134.0,2019-07-11,2019-07-21,,
10202,3135.0,2019-11-23,2019-12-03,,2019-12-03
10203,3135.0,2021-12-09,2021-12-10,,2021-12-11
10204,3135.0,2022-10-21,2022-10-27,,
10205,3135.0,2022-12-13,2022-12-19,,
10206,3138.0,2023-07-13,2023-07-21,,
10207,3140.0,2020-12-28,2020-12-29,,
10208,3144.0,2023-02-01,2023-02-07,,
10209,3147.0,2019-10-05,2019-10-08,,
10210,3149.0,2022-11-25,2022-12-01,,
10211,3152.0,2019-08-07,2019-08-08,,
10212,3155.0,2023-07-08,2023-07-14,,
10213,3161.0,2020-10-11,2020-10-12,,
10214,3162.0,2019-01-23,2019-01-24,,
10215,3162.0,2020-07-04,2020-07-05,,
10216,3162.0,2023-06-20,2023-07-14,,
10217,3162.0,2023-07-08,2023-07-14,,
10218,3164.0,2022-04-12,2022-04-22,,
10219,3164.0,2022-04-16,2022-04-22,,
10220,3166.0,2020-10-10,2020-10-11,,2020-10-12
10221,3169.0,2020-10-02,2020-10-06,,
10222,3172.0,2020-10-05,2020-10-06,,
10223,3176.0,2022-04-30,2022-05-01,,
10224,3179.0,2019-04-15,2019-04-16,,
10225,3182.0,2020-07-28,2020-07-29,,2020-07-29
10226,3188.0,2021-04-21,2021-05-06,,
10227,3192.0,2018-10-28,2018-11-08,,
10228,3193.0,2019-01-23,2019-02-02,,
84,3193.0,2019-03-10,2019-03-30,2019-04-05,
85,3193.0,2019-03-20,2019-03-30,2019-04-05,
10229,3193.0,2022-02-11,2022-02-17,,
10230,3195.0,2019-09-21,2019-09-23,,2019-09-23
10231,3197.0,2022-02-04,2022-02-10,,
10232,3204.0,2019-01-28,2019-01-29,,2019-01-29
10233,3204.0,2019-02-08,2019-03-02,,
10234,3204.0,2022-09-16,2022-09-26,,
10235,3206.0,2022-07-04,2022-07-19,,
10236,3210.0,2018-11-23,2018-11-30,,
10239,3210.0,2021-12-02,2021-12-07,,
10237,3210.0,2022-05-23,2022-05-29,,
10238,3210.0,2023-06-16,2023-06-23,,
10240,3212.0,2020-06-30,2020-07-01,,2020-07-02
10241,3212.0,2021-11-09,2021-11-10,,
10242,3212.0,2022-01-19,2022-01-25,,
10243,3217.0,2019-07-20,2019-08-01,,
10244,3217.0,2020-09-18,2020-09-19,,2020-09-19
10245,3217.0,2023-07-22,2023-07-28,,
10246,3223.0,2020-01-10,2020-01-20,,
10247,3223.0,2020-12-06,2020-12-07,,
10248,3223.0,2021-10-29,2021-10-31,,
10249,3223.0,2021-11-29,2021-12-13,,
10250,3224.0,2021-10-23,2021-10-25,,
10251,3226.0,2020-06-05,2020-06-15,,
10252,3231.0,2020-06-20,2020-06-21,,
10253,3232.0,2020-12-05,2020-12-07,,
10254,3234.0,2022-05-02,2022-05-04,,
10255,3236.0,2020-10-13,2020-10-14,,
10256,3240.0,2022-05-02,2022-05-08,,
10257,3245.0,2020-08-12,2020-08-22,,
10258,3248.0,2020-01-26,2020-01-30,,
10259,3250.0,2019-12-12,2019-12-13,,
10260,3251.0,2018-10-15,2018-10-16,,
10261,3251.0,2019-06-22,2019-06-27,,2019-06-27
10262,3251.0,2020-02-29,2020-03-03,,2020-03-03
86,3255.0,2020-08-12,2020-08-22,2020-08-26,
10263,3255.0,2022-07-21,2022-07-27,,
10264,3257.0,2020-07-23,2020-07-24,,
10265,3262.0,2022-06-27,2022-07-03,,
10266,3267.0,2021-03-23,2021-03-24,,
10267,3268.0,2020-12-26,2020-12-28,,
10268,3268.0,2023-04-22,2023-04-28,,
10269,3271.0,2020-08-06,2020-08-07,,
10270,3274.0,2018-09-12,2018-09-14,,
10271,3274.0,2020-01-15,2020-01-18,,
10272,3275.0,2018-11-01,2018-11-02,,
10273,3276.0,2019-08-03,2019-08-04,,
10274,3279.0,2021-02-08,2021-02-09,,
10275,3280.0,2022-11-15,2022-11-21,,
10276,3281.0,2022-12-06,2022-12-12,,
10277,3282.0,2019-01-12,2019-01-15,,
10278,3283.0,2020-12-23,2020-12-25,,
10279,3286.0,2020-10-15,2020-10-16,,
87,3292.0,2020-05-01,2020-05-11,2020-05-18,
10280,3292.0,2020-05-12,2020-05-18,,
10281,3294.0,2020-12-19,2020-12-20,,
10282,3294.0,2021-01-29,2021-02-04,,
10283,3294.0,2023-01-11,2023-01-17,,
10284,3294.0,2023-02-18,2023-02-24,,
10285,3295.0,2020-05-27,2020-05-28,,2020-05-29
10286,3298.0,2021-01-21,2021-02-04,,
10287,3303.0,2018-11-07,2018-11-08,,
10288,3303.0,2018-11-17,2018-12-11,,
10289,3303.0,2020-01-23,2020-01-24,,
10290,3307.0,2019-12-28,2019-12-29,,
10291,3308.0,2020-06-26,2020-07-06,,
10292,3310.0,2020-07-27,2020-08-06,,
10293,3315.0,2022-01-15,2022-01-16,,
10294,3319.0,2019-06-26,2019-06-27,,
10295,3319.0,2022-09-12,2022-09-18,,
10296,3321.0,2019-11-16,2019-11-26,,2019-11-26
10297,3321.0,2021-10-02,2021-10-03,,2021-10-04
10298,3325.0,2018-10-11,2018-10-12,,
88,3325.0,2018-11-23,2018-11-24,2018-11-30,
10299,3325.0,2019-03-29,2019-03-30,,
10300,3325.0,2019-07-05,2019-07-06,,
10301,3325.0,2019-07-30,2019-08-07,,
10302,3325.0,2019-08-01,2019-08-07,,
10303,3325.0,2020-05-28,2020-05-29,,
10304,3325.0,2020-08-28,2020-08-29,,
10305,3325.0,2020-09-26,2020-09-30,,
10306,3331.0,2018-10-18,2018-10-20,,2018-10-20
10307,3336.0,2021-12-14,2021-12-23,,
10308,3336.0,2022-12-13,2022-12-19,,
10309,3337.0,2020-12-28,2020-12-29,,
10310,3340.0,2021-11-19,2021-12-08,,
10311,3340.0,2023-07-13,2023-07-21,,
10312,3348.0,2021-12-14,2021-12-15,,
10313,3350.0,2021-03-27,2021-03-28,,
10314,3351.0,2021-09-01,2021-09-06,,
10315,3352.0,2021-01-20,2021-02-04,,2021-02-07
10316,3352.0,2021-09-24,2021-10-04,,
10317,3352.0,2022-06-07,2022-06-13,,
10318,3354.0,2022-02-03,2022-02-04,,
10319,3354.0,2023-07-25,2023-07-31,,
10320,3364.0,2018-09-23,2018-10-03,,
10321,3365.0,2020-01-05,2020-01-15,,
10322,3375.0,2023-05-13,2023-05-19,,
10323,3376.0,2020-07-16,2020-07-17,,
10324,3377.0,2019-03-06,2019-03-07,,
10325,3378.0,2018-09-10,2018-09-13,,2018-09-13
10326,3383.0,2018-11-24,2018-11-26,,
10327,3385.0,2020-01-09,2020-01-14,,
10328,3390.0,2021-12-10,2021-12-20,,
10329,3390.0,2022-01-11,2022-01-24,,
10330,3391.0,2018-11-02,2018-11-04,,
10331,3391.0,2021-11-02,2021-11-04,,
10332,3392.0,2018-11-08,2018-11-10,,
10334,3392.0,2019-10-12,2019-10-17,,
10333,3392.0,2019-10-19,2019-10-21,,
10335,3399.0,2020-12-28,2021-01-07,,
